	GSM388810	GSM388811	GSM388812	GSM388813	GSM388814	GSM388815	GSM388816
266993_at	4.36648	6.50463	4.82058	7.8714	4.8842	6.03943	5.06677
266994_at	3.31132	3.38994	3.31132	3.31132	3.35257	3.31132	3.27828
266995_at	12.2058	4.16749	11.8578	4.05383	12.2169	4.29709	11.8061
266996_at	3.41917	4.80949	3.30147	5.34107	3.55764	5.49844	3.60556
266997_at	5.43747	5.79205	5.64357	5.83856	5.26352	6.03971	5.53419
266998_at	4.44247	3.90444	4.32382	4.07109	4.28001	4.15983	4.30819
266999_at	5.87642	6.52439	6.04935	6.59621	6.23824	6.7565	6.14114
267000_at	7.82868	9.37666	7.57632	9.36252	7.52977	9.64549	7.52552
267001_at	7.44313	8.61937	7.28036	9.18784	7.62716	8.78594	7.71724
267002_s_at	11.96	13.5474	12.788	13.5779	11.9113	13.5158	12.8242
267003_at	8.34977	5.20132	8.25063	5.32434	8.85008	5.2937	8.55694
267004_at	7.59183	7.12855	7.51064	7.3605	7.41828	7.1146	7.46553
267005_at	8.41424	11.2447	8.46629	11.1956	8.7021	11.1635	8.38969
267006_at	4.87821	4.77036	4.62568	4.83582	4.77036	4.77036	4.51773
267007_at	10.9741	11.3116	10.8546	11.9201	10.9056	11.6707	10.9498
267008_at	10.4587	4.32613	10.7416	4.13141	10.5822	4.19775	10.6196
267009_at	7.05365	6.85661	7.07154	6.86423	7.02609	7.10089	7.17303
267010_at	3.63917	8.106	3.54235	8.05864	3.46352	8.2506	3.46127
267011_at	3.74043	3.35831	3.40835	3.44462	3.44462	3.43392	3.44462
267012_at	4.47425	6.13825	5.09518	6.21129	5.15443	6.13749	5.19076
267013_at	3.49578	3.64058	3.5494	3.72907	3.53559	3.82644	3.49831
267014_at	7.15047	7.51983	7.13553	7.45375	7.17652	7.22983	7.12267
267015_at	8.9075	8.60169	8.78556	7.8715	8.58853	8.45667	8.59703
267016_at	3.80721	3.74199	3.54589	3.48117	3.64849	3.58877	3.53712
267017_at	3.85263	4.28981	4.19544	5.1894	3.91202	4.49959	4.36575
267018_at	5.70451	6.91442	5.20102	7.13766	5.38771	7.0103	5.40911
267019_at	6.05033	7.34929	6.20734	7.19074	5.66889	7.16442	5.89723
267020_at	3.2636	3.03522	3.27116	3.14826	3.05519	3.08469	3.02807
267021_at	3.88114	3.24722	3.45458	3.10278	3.84221	2.88399	3.4229
267022_at	2.97592	2.97362	3.04297	2.9824	3.04297	3.04297	3.08283
267023_at	11.5347	10.3119	11.1916	10.3489	11.4209	9.91146	11.1005
267024_s_at	3.80721	3.64532	3.68562	3.463	3.56286	3.34822	4.06689
267025_at	4.10527	3.69362	4.27763	3.83327	4.1827	3.52026	4.44092
267026_at	10.5537	3.07237	9.92317	3.14426	10.442	3.25381	9.98681
267027_at	7.06663	8.71411	6.93402	8.29566	6.82077	8.87567	6.97095
267028_at	11.7225	6.33646	11.9375	6.51561	11.5668	5.60704	11.8059
267029_at	4.80167	7.05866	4.9692	6.41621	4.59688	6.96398	4.51969
267030_at	7.45127	8.46134	7.5557	8.21037	7.18235	8.03159	7.4717
267031_at	3.97564	3.9955	3.87203	3.9955	3.9955	4.31865	4.07825
267032_at	6.67714	4.24676	6.50897	4.22805	6.71463	4.27282	6.65731
267033_at	8.40487	8.89558	8.68849	8.84769	8.88942	8.664	8.7674
267034_at	7.19736	8.25082	7.05147	8.56873	6.85779	8.28086	7.09498
267035_at	11.162	6.4377	11.2627	5.81998	10.8928	6.20539	11.2313
267036_at	5.16541	3.0631	5.71512	3.31481	5.56551	3.2134	6.02531
267037_at	3.25381	3.46207	3.11493	3.25381	3.19463	3.46811	3.0991
267038_at	4.47964	6.2398	4.0525	7.04206	4.52168	6.62533	4.36484
267039_at	3.32757	3.31549	3.47259	3.32757	3.33142	3.29106	3.30952
267040_at	4.77802	6.62469	5.04838	6.39611	4.95601	6.87249	5.27901
267041_at	3.41089	3.469	3.44215	3.4229	3.35614	3.28822	3.4229
267042_at	3.68494	3.43819	3.90796	3.31716	3.60624	3.46207	3.45001
267043_at	3.64306	3.44437	3.47146	3.513	3.44437	3.44437	3.23511
267044_at	6.9087	6.69009	7.20115	6.94654	6.79232	6.72565	7.13665
267045_at	3.3875	3.4229	3.3875	3.2498	3.41991	3.20151	3.3875
267046_at	4.30943	3.79523	4.12029	3.79886	3.91202	3.58877	3.91202
267047_at	4.39927	4.1704	4.16913	4.16913	4.16913	4.16913	4.20011
267048_at	4.84861	4.18484	5.37586	4.2955	5.24138	4.42939	5.56754
267049_at	3.80721	3.46117	3.4331	3.24579	3.36469	3.19458	3.34171
267050_at	7.50439	6.90533	7.70019	6.5421	7.58957	7.14409	7.64165
267051_at	4.7635	4.76779	4.81892	4.76779	5.31281	4.68624	4.76779
267052_at	8.51629	6.21896	8.2195	6.29243	8.03016	6.564	8.06069
267053_s_at	5.19642	4.04737	5.9399	3.74267	5.3803	3.783	6.22336
267054_at	4.47771	3.67779	4.44413	3.46964	4.17331	3.72741	4.63674
267055_at	9.89938	6.66788	9.95406	7.11292	9.58325	7.01243	9.71959
267056_at	2.93853	3.1533	3.01716	2.92732	2.96536	2.96536	2.96536
267057_at	6.15134	9.65873	6.09162	9.40129	6.17917	9.57033	6.32482
267058_at	5.57824	5.56567	5.56567	5.28694	5.74043	5.44801	5.63367
267059_at	8.85536	9.20601	8.74556	9.45305	8.85283	9.46316	8.74395
267060_at	6.10532	8.19777	6.27527	8.35632	6.3206	8.28285	6.54152
267061_at	7.34715	10.5911	7.52456	10.6637	7.79831	10.553	7.74121
267062_at	8.58515	7.46826	8.35187	7.49509	8.27243	7.60393	8.2692
267063_at	5.63575	8.32751	5.04639	8.57816	6.27939	7.83837	5.35251
267064_at	9.74939	8.98781	9.4075	9.35165	9.78078	9.06098	9.54531
267065_at	5.29279	5.44715	5.20444	6.01625	5.41399	5.81091	5.46618
267066_at	7.88987	8.82417	7.86332	8.84775	7.78571	8.98546	7.53234
267067_at	4.99437	5.15222	4.99437	5.46783	4.92198	5.79574	4.82285
267068_at	4.63554	5.66337	5.00294	5.24186	4.8521	5.71657	5.05491
267069_at	5.96824	5.97945	6.1607	6.19187	6.49091	6.14741	6.48684
267070_at	5.73792	6.9201	5.58805	6.7807	5.61644	6.78295	5.35536
267071_at	6.31376	6.7094	5.84509	6.74779	5.78779	6.87222	5.93896
267072_at	7.22021	6.08664	7.07913	6.03638	6.7157	6.11023	6.95924
267073_at	8.8062	7.62872	8.78938	7.39911	8.55517	7.6306	8.72577
267074_s_at	3.5728	3.41964	3.59028	3.42908	3.6735	3.5728	3.46207
267075_at	4.31592	3.6248	4.598	3.59607	5.07075	3.74464	4.82732
267076_at	7.42427	13.1009	9.09551	13.1298	8.15133	12.9938	9.36336
267077_at	5.30912	5.99104	4.9778	5.79051	5.06544	6.52152	5.17114
267078_at	4.37921	6.80818	4.6924	6.80627	4.47334	6.83205	5.23194
267079_at	5.80493	5.50825	5.2077	5.54278	5.60697	5.50825	5.07575
267080_at	5.94328	6.30351	5.02414	6.01326	5.42044	5.99696	5.01548
267081_at	6.03966	5.31107	5.91475	5.05984	6.29768	5.31531	5.85507
267082_at	7.0512	8.94186	6.76583	8.82316	6.92921	8.79567	6.74159
267083_at	11.9249	10.4764	11.8429	9.92754	12.0391	10.2586	11.6856
267084_at	5.56233	7.01107	4.71444	7.68168	5.6653	6.87924	4.78866
267085_at	4.04756	3.78774	3.88993	3.84873	3.84873	3.81401	3.84873
267086_at	3.51392	3.51392	3.55035	3.63844	3.42046	3.51392	3.58793
267087_at	4.27426	4.08128	4.13169	3.9987	4.11615	4.08128	4.08128
267088_at	7.63946	10.35	7.76431	10.6704	7.66309	10.426	8.33118
267089_at	2.82644	3.70093	2.9404	3.59058	2.98678	3.55943	2.91315
267090_at	9.44739	9.0033	9.54685	9.45303	9.55021	9.12894	9.49123
267091_at	4.97921	5.17257	4.92603	4.33573	4.90021	4.97718	4.75414
267092_at	5.51589	8.36713	5.05347	8.66574	5.67918	8.44349	5.27208
267093_at	10.0275	12.5465	10.0506	12.3385	9.79099	12.7359	10.1305
267094_at	3.44596	5.1412	3.3875	4.83682	3.44158	4.75773	3.23817
267095_at	8.83452	8.90543	9.61882	8.77424	8.959	8.78745	9.50378
267096_at	6.24103	6.44669	6.17158	6.24103	6.09499	6.74659	6.06929
267097_at	3.80721	3.56941	3.65759	3.18563	3.63709	3.28224	3.61497
267098_at	3.25381	3.25381	3.34561	3.25493	3.19434	3.25381	3.23877
267099_at	6.83081	6.71893	6.83579	6.68875	6.83081	6.8347	6.59066
267100_at	3.88454	3.88454	3.93483	3.74755	3.88454	3.76826	3.91306
267101_at	3.63117	3.88843	3.63393	3.7529	3.60082	3.79682	3.73727
267102_at	8.73951	6.7326	8.82238	6.61982	8.44737	6.81991	8.74572
267103_at	7.0378	6.7321	6.7321	6.54742	6.79575	6.8975	6.6798
267104_at	12.3974	10.7876	12.522	10.3564	12.3141	10.6633	12.3963
267105_at	3.63117	3.61457	3.60777	3.43571	3.61833	3.25817	3.44586
267106_s_at	9.37879	9.96732	9.49324	10.125	9.24566	10.0242	9.51316
267107_at	3.27893	3.0396	2.98147	2.98493	3.09751	2.97843	3.08974
267108_at	3.23516	3.5152	3.14605	3.32264	3.30806	3.63892	3.32264
267109_at	2.94593	3.01034	2.88866	2.87143	2.66048	2.95618	2.77292
267110_at	3.35508	3.49086	3.45845	3.45845	3.47869	3.49086	3.45845
267111_s_at	4.19542	3.98109	4.08289	4.1137	4.08289	4.14889	4.03793
267112_at	9.86908	11.1009	9.99174	10.8525	10.1132	11.1674	10.0757
267113_at	6.2638	5.68555	5.95683	5.94363	6.44972	6.13464	6.13464
267114_at	8.2023	8.01893	8.42004	8.13728	8.1955	8.15417	8.24386
267115_s_at	6.52228	8.59471	6.00221	8.58333	6.36032	7.91445	6.38187
267116_at	4.64923	7.73922	4.81461	7.72943	4.21216	7.80602	4.41361
267117_at	2.50739	2.7997	2.65518	2.96485	2.7665	2.88268	2.64992
267118_at	4.23069	4.12453	4.00646	3.97646	3.82547	4.00646	4.00646
267119_at	3.83482	3.46872	3.56171	3.39345	3.57512	3.52854	3.56171
267120_at	3.38834	3.35803	3.59296	3.38644	3.35803	3.3527	3.19934
267121_at	3.2016	3.19402	3.19402	3.15959	3.19402	3.24935	2.92948
267122_at	3.33305	3.38902	3.33305	3.27129	3.33305	3.33305	3.33796
267123_at	4.481	4.481	4.09043	5.06524	4.25489	4.68765	4.44019
267124_at	3.69204	3.40996	3.50557	3.37121	3.53144	3.43044	3.50557
267125_at	3.31132	3.29483	3.21803	3.29483	3.45882	3.29483	3.27113
267126_s_at	3.04174	7.28366	3.16292	6.96912	3.09966	6.5789	3.29566
267127_at	3.85795	9.3233	4.13589	8.87699	4.52293	9.46331	4.1755
267128_at	4.41878	4.57288	4.40929	4.31889	4.40929	4.43522	4.09898
267129_at	5.71503	5.70451	5.88827	5.52622	5.62481	5.995	5.70451
267130_at	7.09729	9.63743	7.11978	9.12157	6.97258	9.53637	7.42836
267131_at	2.92732	2.92732	3.14133	2.79579	2.89948	3.00609	2.92732
267132_at	8.60764	10.2558	8.70709	9.78964	8.60551	9.99567	8.77222
267133_at	3.41917	3.45532	3.35872	3.41917	3.42895	3.6379	3.21393
267134_at	10.2041	6.88483	9.99612	7.16311	10.1459	7.01721	9.75728
267135_at	6.86605	8.09511	6.81309	7.27371	7.16807	7.81608	6.9884
267136_at	6.77051	7.5398	6.88675	7.15053	6.40741	7.51976	6.913
267137_at	3.62473	3.35405	3.15428	3.50063	3.33949	3.39564	3.07412
267138_s_at	9.21277	11.285	8.62741	11.1499	9.14976	11.4451	8.80799
267139_s_at	3.27757	3.29319	3.40758	3.35016	3.57506	3.34218	3.35016
267140_at	10.1329	4.67829	10.137	4.7352	10.2175	4.67378	10.0089
267141_at	3.12935	3.70628	3.13346	3.39979	3.2919	3.2919	3.28788
267142_at	11.615	7.64708	11.7554	7.89023	11.5979	7.89072	11.8009
267143_at	3.67647	3.52026	3.58024	3.36618	3.62008	3.51592	3.52026
267144_at	4.03979	3.81151	3.64297	4.07994	3.81263	3.5371	3.81138
267145_at	6.30117	6.637	6.63181	6.81362	6.76063	6.55758	6.637
267146_at	3.8204	3.88587	3.58753	3.52165	3.4535	3.87811	3.32094
267147_at	13.0177	4.44447	13.0842	4.42547	13.0848	4.50368	12.9129
267148_at	5.06552	5.22999	4.96168	4.97152	5.06552	5.22353	5.01929
267149_s_at	3.08844	3.08303	3.08844	3.06958	3.19402	3.07276	3.10305
267150_at	3.32089	3.30977	3.26607	3.11675	3.26607	3.12586	3.22727
267151_at	10.0288	9.8948	10.081	9.96274	10.1124	10.0994	10.0444
267152_at	8.21796	10.7238	8.8212	10.2967	8.17531	10.6413	8.83212
267153_at	11.0278	12.3795	11.3878	12.454	10.9107	12.5645	11.3752
267154_at	11.9852	9.80497	12.4728	9.8827	11.9736	9.96638	12.3807
267155_at	2.8873	2.73651	2.76664	2.7628	2.68399	2.70617	2.6727
267156_at	3.34777	3.43212	3.29332	3.49665	3.26607	3.62694	3.53176
267157_at	6.00433	7.51825	6.26594	7.92247	5.96373	7.63271	5.95501
267158_at	4.25402	6.56989	4.09043	7.93202	3.9955	7.19104	3.90233
267159_at	5.86053	6.54926	5.8134	6.09053	5.62613	6.70192	5.87974
267160_at	3.66585	3.50169	3.4535	3.38663	3.4535	3.4535	3.4535
267161_at	7.5864	6.80708	7.46171	7.02576	7.52261	6.84182	7.46552
267162_s_at	8.55451	4.86258	8.38246	4.86983	8.21512	4.60223	8.13263
267163_at	7.98765	6.0562	8.21308	5.52875	7.81076	6.28794	8.15185
267164_at	3.75913	3.65339	3.59251	3.67244	3.73209	3.63188	3.67244
267165_at	7.66894	9.32135	7.64143	10.3356	7.28215	9.57833	7.6195
267166_at	3.4787	3.81058	3.56146	4.47051	3.57124	4.04128	3.42339
267167_at	3.63145	3.4229	3.59617	3.32757	3.42811	3.4229	3.42037
267168_at	10.0804	5.33193	9.78091	5.49482	9.93782	4.87888	9.74415
267169_at	9.42028	9.42028	9.51143	9.22948	9.39286	9.43095	9.48537
267170_at	4.76956	5.15988	5.1417	5.17227	4.70446	5.34243	5.36463
267171_at	4.31903	4.62265	4.30655	4.39475	4.41601	4.62303	4.16675
267172_at	7.00096	11.8733	8.06728	11.7442	7.35208	11.8024	8.2661
267173_at	4.13241	4.40066	3.92162	4.17665	4.13513	4.19024	3.95239
267174_at	6.11637	7.05335	6.12213	8.15124	6.26967	7.60627	6.56358
267175_s_at	6.32011	8.50762	6.68968	8.75229	6.48898	8.28199	6.92297
267176_at	3.54449	3.71908	3.6718	3.48621	3.50912	3.54449	3.54449
267177_at	3.86583	4.05307	3.78587	4.14418	3.96477	3.96477	3.96477
267178_at	10.822	4.16803	10.7961	4.58177	10.8522	5.35226	10.6435
267179_at	8.18243	7.45651	8.13925	7.69821	8.31207	7.4953	8.32145
267180_at	7.39731	6.72294	7.13553	7.13553	7.46865	7.09155	7.13553
267181_at	11.1545	8.18695	11.3037	8.65861	11.2818	8.11772	11.2109
267182_at	3.5728	4.00407	3.58453	4.46958	3.37267	3.81468	3.46207
267183_at	6.66202	6.13494	6.40113	6.19783	6.54226	5.9608	6.71042
267184_at	6.96679	7.91207	7.39054	7.39655	7.05297	8.03183	7.39054
267185_at	8.06559	8.36328	7.92158	8.43764	7.99097	8.16025	7.85005
267186_at	6.95622	8.05747	6.15799	7.87615	6.63691	8.1074	6.23515
267187_s_at	6.37351	10.3851	7.0247	10.5313	6.85105	10.221	7.27502
267188_at	8.14609	9.52895	7.99174	9.62195	7.92279	9.38557	7.92699
267189_at	7.11932	8.11061	7.35021	8.30542	6.90991	8.40001	7.39935
267190_at	4.58446	3.71261	4.05319	3.92998	3.92998	3.87311	3.91194
267191_at	3.78773	3.37483	3.60234	3.2997	3.82702	3.48208	3.47101
267192_at	3.56488	4.90078	3.37018	5.20049	3.44888	4.99453	3.1619
267193_at	4.51483	4.54855	4.51483	4.54855	4.51483	4.79505	4.40393
267194_s_at	5.4394	6.53776	5.66884	6.23156	5.26986	6.0245	5.87674
267195_at	3.66626	3.66923	3.78186	3.56331	3.66626	3.46207	3.74475
267196_at	12.0026	12.4444	11.8583	12.3424	11.863	12.3074	11.9615
267197_at	5.64522	5.81949	5.23955	5.52104	5.49212	5.89568	5.14619
267198_at	3.10681	3.06231	3.06231	3.04355	3.11733	3.06231	3.06231
267199_at	8.67395	5.92661	8.28021	6.11092	8.50965	6.14691	8.08614
267200_at	5.86446	4.31903	5.48469	4.53702	5.49742	4.77959	5.46977
267201_at	4.61363	3.66346	4.88284	3.67395	4.71185	3.64551	5.09333
267202_s_at	8.10494	3.4123	7.58416	3.91782	8.02415	3.76938	7.79703
267203_at	2.86259	2.80379	2.93089	2.86259	2.8423	2.9695	2.84582
267204_at	4.13299	3.59153	3.67244	3.65135	3.7214	3.67244	3.5714
267205_at	3.53173	3.74634	3.3309	3.69711	3.30283	3.57134	3.19934
267206_at	5.3395	4.19295	5.05396	4.16968	5.30263	3.86232	5.19989
267207_at	8.96501	3.95138	8.7906	3.94335	9.10903	3.61209	8.66384
267208_at	7.30297	8.93472	7.4575	8.91454	7.1697	8.91658	7.36177
267209_at	9.35745	8.47819	9.25285	8.16336	9.26055	8.9358	9.24964
267210_at	5.28694	5.54221	5.35691	5.67132	5.18692	5.89259	5.54221
267211_at	7.70804	7.60788	7.91447	8.06565	7.91447	8.0167	8.02507
267212_at	8.68087	10.81	8.91213	10.9816	8.76871	10.8343	9.06611
267213_at	10.8894	10.7815	10.7901	11.1532	10.7332	10.8013	10.788
267214_at	10.0566	10.5801	10.1159	10.6199	9.79388	10.6942	10.04
267215_at	3.39898	3.22676	3.23359	3.22676	3.05247	3.238	3.22676
267216_at	3.54075	3.23215	3.37321	3.3198	3.4229	3.4229	3.44612
267217_at	2.93231	2.79651	2.82208	2.95477	2.93089	2.86056	2.86056
267218_at	3.88699	3.64355	3.7357	3.7357	3.80263	3.7357	3.7357
267219_at	6.19839	6.27969	5.81444	6.82027	5.94587	6.65398	6.04327
267220_at	4.89951	7.18403	5.43425	6.99175	5.24887	7.25071	5.56432
267221_at	3.80056	4.70551	3.86618	4.45908	4.26247	4.16454	4.11492
267222_at	3.55742	3.56162	3.53378	3.53378	3.53378	3.53378	3.42997
267223_at	7.18365	6.65619	6.82119	5.93336	6.79878	6.55254	6.72019
267224_at	3.77896	3.71561	3.89221	3.64253	3.92388	3.80915	3.68902
267225_at	3.23862	3.17836	3.17836	3.13108	3.27211	3.28973	3.07646
267226_at	6.03036	3.45155	5.99506	3.79112	6.88751	3.84433	6.47081
267227_at	4.4107	4.19555	4.46957	3.93857	4.25709	4.16444	4.19555
267228_at	3.36465	3.22713	3.15695	3.06508	3.2498	3.22713	3.16674
267229_s_at	8.2626	5.59897	8.29074	5.74832	8.0767	5.49449	8.00828
267230_at	10.3	8.9036	10.4789	8.46908	10.5281	8.81856	10.3309
267231_at	3.27658	3.90173	3.7072	3.90004	3.30547	3.80356	3.63117
267232_at	3.22032	3.43077	3.25849	3.34286	3.30806	3.2919	3.27448
267233_s_at	5.77523	10.6933	6.13392	10.754	6.48006	10.7831	6.38988
267234_x_at	3.20139	3.20554	3.17825	3.17825	3.11027	3.23222	3.1154
267235_at	7.1942	7.76638	7.03114	7.85887	7.33975	7.77577	7.2258
267236_at	11.0278	9.81901	10.6691	9.9207	10.8556	9.74173	10.7237
267237_s_at	5.00208	5.19555	5.16632	6.11598	5.16014	5.60953	4.93967
267238_at	10.3106	6.49774	9.95995	7.14028	10.4534	6.17483	9.95925
267239_at	9.45687	9.02619	9.26953	9.42484	9.26953	8.9781	9.26953
267240_at	3.17295	3.39862	3.19753	3.19753	3.19753	3.30087	3.10713
267241_at	3.35862	3.25322	3.30806	3.3095	3.28596	3.28991	3.12501
267242_at	3.09466	2.97692	3.03256	2.97692	2.89596	2.97398	3.0108
267243_at	2.89464	2.76466	2.74505	2.64333	2.78842	2.76466	2.76466
267244_at	3.39679	3.46964	3.51963	3.46964	3.51538	3.3872	3.69229
267245_at	2.85619	2.66379	2.76466	2.67274	2.84082	2.69201	2.82315
267246_at	10.494	6.20472	10.1376	6.28573	10.3854	5.74674	9.99777
267247_at	6.77489	10.0226	7.69383	9.7884	7.62958	9.76623	7.97691
267248_at	3.92061	4.03545	3.9955	3.90112	4.06098	4.1779	3.9955
267249_at	2.97952	2.96018	2.97952	2.96758	2.98064	2.98294	2.97952
267250_at	4.37921	3.74957	4.10291	3.99417	4.3312	3.95037	3.99532
267251_at	10.8572	10.0404	10.8452	9.957	10.7638	9.65346	10.8462
267252_at	3.7638	3.4942	3.51589	3.42742	3.81263	3.4942	3.2792
267253_at	3.14745	3.0179	3.0396	2.9093	3.0396	3.15807	3.0396
267254_at	3.2636	3.22399	3.41359	3.2636	3.41359	3.2636	3.2636
267255_at	4.40052	4.40052	4.40052	4.14326	4.48527	4.40052	4.40052
267256_s_at	3.40479	8.77963	3.60282	9.24479	3.50634	8.32784	3.52181
267257_at	6.81333	7.05691	6.81333	6.96747	6.69523	7.19895	6.81333
267258_at	7.19285	6.6865	7.345	6.37234	7.24011	6.67347	7.19557
267259_at	12.0503	11.0134	12.1076	11.2986	12.422	11.3146	12.1779
267260_at	4.04756	6.50566	4.16311	6.86119	3.93997	6.97319	4.16103
267261_at	10.4661	11.8773	10.8138	10.779	10.6803	11.7614	10.8418
267262_at	7.71233	11.4352	7.53298	10.8695	7.40537	11.2382	7.55543
267263_at	4.67021	4.00818	4.60413	3.8632	4.99706	4.11924	4.58636
267264_at	3.22916	6.13632	3.4199	5.58266	3.11427	6.2461	3.39189
267265_at	5.41115	6.97487	6.025	6.28725	5.33678	6.9899	6.28794
267266_at	9.6761	5.97783	9.21515	5.77545	9.3804	5.78726	9.06008
267267_at	3.12928	3.02824	3.05255	3.05255	3.05612	3.05255	3.05255
267268_at	8.42415	7.05041	8.65543	6.972	8.54455	7.1032	8.83359
267269_at	7.27106	7.65515	7.49573	7.50994	7.1875	7.55805	7.45867
267270_at	3.35118	3.35118	3.17378	3.39243	3.47508	3.45147	3.28692
267271_at	3.35358	3.51791	3.3875	3.57644	3.37583	3.39975	3.3093
267272_at	3.34439	3.22895	3.10498	3.23511	3.30358	3.31607	3.23511
267273_at	3.73073	3.43819	3.35455	3.53884	3.72764	3.2905	3.36703
267274_at	7.39911	7.35107	7.39911	7.38517	7.47802	7.20941	7.39911
267275_at	4.31592	3.73371	3.4684	3.66106	3.95818	3.73371	3.76509
267276_at	3.85973	3.38902	3.85039	3.28025	4.01495	3.44373	3.76549
267277_at	8.10427	7.65195	8.21343	7.86956	8.05401	7.05894	8.16581
267278_at	8.39861	6.11102	8.20145	6.45846	8.32654	6.36439	8.11972
267279_at	6.54559	5.57488	6.25412	6.25412	7.0625	5.55965	6.37245
267280_at	10.793	4.38817	10.8566	4.09148	10.5106	4.47505	10.7791
267281_at	4.52289	4.2036	4.42138	4.16913	4.26185	4.44022	4.38333
267282_at	4.91236	4.8198	5.25187	4.56655	4.91236	4.67378	5.29267
267283_at	3.27783	3.13053	3.05306	3.09229	3.10456	3.29562	3.17526
267284_at	4.30216	5.33756	4.23188	5.112	4.31427	5.28612	4.28488
267285_at	5.57192	5.71153	5.54849	5.99152	5.54849	5.54362	5.4593
267286_at	4.65824	4.32717	4.41361	4.26082	4.55039	4.46907	4.41361
267287_at	3.54843	3.51992	3.5494	3.49071	3.5494	3.61229	3.5494
267288_at	6.75212	6.85936	6.25767	7.11168	6.70697	6.904	6.37159
267289_at	7.88075	4.26629	8.35727	4.52754	7.80023	4.15548	8.18895
267290_at	7.00436	7.11456	6.8352	6.58744	6.69771	7.10987	6.79511
267291_at	6.90268	6.72628	6.85828	6.21927	6.70009	6.61923	6.70009
267292_at	4.7179	3.96968	4.13241	3.98364	4.13241	4.13241	4.27323
267293_at	12.7631	9.61099	12.7218	9.99096	12.6403	9.94951	12.6158
267294_at	7.9783	10.6583	7.9553	11.2747	8.1737	10.8103	8.16581
267295_at	3.72204	3.72204	3.72204	3.84211	3.51565	3.63709	3.72204
267296_at	5.21479	5.11365	5.11365	5.29307	5.01916	5.11365	4.99725
267297_at	8.32146	7.85098	7.92383	8.01828	8.12935	8.06882	7.89757
267298_at	8.11839	7.39974	7.43024	7.37373	7.43167	7.28811	7.19383
267299_at	5.38097	8.0868	5.89041	8.4688	5.81226	8.20413	5.98959
267300_at	10.877	7.57629	10.9029	8.51321	11.072	7.81256	10.8776
267301_at	10.0557	9.18062	10.1911	9.44167	10.0641	9.15719	10.14
267302_at	7.68605	8.3778	7.68605	8.19561	7.68605	7.68605	7.6961
267303_at	3.51601	3.151	3.151	3.13029	3.151	3.04697	3.2775
267304_at	5.03572	5.79821	4.64446	5.67595	4.66845	6.1144	5.10327
267305_at	3.99894	7.01766	3.98056	5.84868	3.87139	6.465	4.14421
267306_at	9.41432	9.28321	9.45673	9.6036	9.52315	9.10158	9.41432
267307_at	3.23198	3.19516	3.12593	3.12593	3.12593	3.03924	3.05581
267308_at	6.35994	9.10316	6.44576	9.3385	6.52554	9.03626	6.60266
267309_at	7.03898	5.92561	6.88696	6.08425	7.05677	5.91554	7.12006
267310_at	4.26914	7.67103	4.42118	6.86272	4.27868	7.751	4.47254
267311_at	3.86583	4.30509	3.89896	4.48141	3.89776	4.56251	3.87374
267312_at	9.53092	9.18454	9.39182	8.91241	9.28042	9.13604	9.33969
267313_at	3.57805	3.35405	3.53928	3.27635	3.35405	3.34662	3.35558
267314_at	8.49959	6.43394	8.06009	6.40912	8.41461	6.68876	8.19505
267315_at	8.33976	8.88146	7.97019	8.66693	8.09016	9.10395	7.8701
267316_at	5.76981	8.00273	5.55439	7.46125	5.25197	7.9649	5.89723
267317_at	3.45845	3.58044	3.33749	3.55094	3.54566	3.36496	3.45845
267318_at	8.30085	8.44349	8.61595	8.32714	8.17564	8.40973	8.59061
267319_at	10.6753	8.64819	10.5355	8.4309	10.3142	8.59446	10.3836
267320_at	2.96018	2.96335	2.80816	2.96018	2.96018	2.96018	2.9946
267321_at	3.42829	3.43092	3.34285	3.43092	3.43092	3.51395	3.4229
267322_at	3.87146	3.81058	3.92479	3.6926	3.92599	3.66194	3.59631
267323_at	7.40598	7.2698	7.26499	7.33928	7.48595	7.11916	7.08407
267324_at	2.94151	2.93947	3.12269	2.93947	2.91691	3.08331	2.91052
267325_at	3.17622	3.19934	3.23591	3.14498	3.30116	3.19934	3.19934
267326_at	3.949	4.19301	3.91243	4.13136	3.87268	4.44022	3.93098
267327_at	3.57855	3.61085	3.4229	3.50283	3.67001	3.66755	3.57855
267328_at	3.64976	3.49458	3.66123	3.53378	3.6855	3.3507	3.7082
267329_at	3.21043	3.56066	3.34866	3.33502	3.26974	3.37419	3.58249
267330_at	7.64933	6.31915	7.91575	6.30552	7.79432	6.55521	7.86097
267331_at	4.56098	5.13612	4.45908	4.80624	4.23781	5.30877	4.19924
267332_at	3.35508	3.83705	3.41315	3.49498	3.42336	3.47819	3.42336
267333_at	7.24501	7.78108	7.13079	7.58559	7.07185	7.97951	7.15079
267334_at	2.94299	2.94299	2.97692	2.92732	3.08746	2.91155	2.8799
