	GSM388810	GSM388811	GSM388812	GSM388813	GSM388814	GSM388815	GSM388816
257929_at	3.77234	3.92932	3.77234	3.71241	3.77234	3.6794	3.77234
257930_at	4.21339	3.95543	3.95543	3.92385	4.40975	3.77234	3.94167
257931_at	5.4394	5.07892	5.65943	4.82083	5.25165	5.24795	5.49697
257932_at	5.38741	10.2059	5.97848	9.6981	5.43693	10.4077	6.08728
257933_at	9.06888	9.52439	8.98107	9.09793	9.06888	9.06888	9.00769
257934_at	3.8024	3.72046	3.69547	3.80365	3.80365	3.90244	3.82132
257935_at	4.02063	3.93056	3.80599	3.93056	3.89917	3.93056	3.85723
257936_at	3.17912	3.2919	3.20005	3.11601	3.20909	3.16567	3.23881
257937_at	6.96954	7.10384	6.75954	7.41283	6.99492	7.07373	6.99492
257938_at	6.27738	9.73259	7.19449	10.077	6.41806	9.83319	7.43576
257939_at	5.5695	7.12606	5.91785	7.01362	5.61501	7.55246	6.12237
257940_at	8.77213	5.5939	9.06353	5.98871	8.89222	5.78538	9.0076
257941_at	4.33352	4.17237	4.21484	4.04159	4.26546	4.19741	4.3899
257942_at	2.82441	2.82793	2.82441	2.81667	2.92212	2.79414	2.82441
257943_at	3.02215	2.96109	2.99252	2.99252	2.99061	3.01811	2.96402
257944_at	2.82231	2.81938	2.90301	2.93995	2.82583	2.77642	2.74288
257945_at	3.2636	3.16336	3.12416	3.16336	3.19402	3.08559	3.19119
257946_at	5.37067	4.14997	5.30364	4.04653	5.4274	4.24484	5.09668
257947_at	4.6238	4.62285	4.62285	4.62285	4.75929	4.47898	4.60303
257948_at	4.85002	4.71696	4.99054	4.59938	5.0574	4.85002	5.05392
257949_at	5.88624	6.97212	5.71221	7.87311	5.83193	7.53144	5.89723
257950_at	8.09189	3.59153	8.13172	3.59364	8.37848	3.74682	8.23476
257951_at	11.5203	5.81362	11.7053	6.28928	11.2878	5.9315	11.5408
257952_at	3.90999	4.11744	3.66423	4.4175	3.64473	4.10424	3.63803
257953_at	8.81863	7.96876	8.9736	7.91656	8.97722	7.80881	8.98522
257954_at	5.8599	8.58509	5.72396	8.89347	5.9637	8.12462	5.79574
257955_at	7.22569	6.76886	7.3075	6.1038	6.92216	6.62371	7.19511
257956_at	4.22878	4.35198	4.25225	4.38545	4.30098	4.3087	4.30098
257957_at	2.96454	3.12298	3.0983	2.96892	3.19528	3.0983	3.0983
257958_at	3.36905	3.4229	3.13283	3.19753	3.37262	3.3006	3.3825
257959_at	4.18864	6.2194	4.13241	5.9603	4.13535	6.60357	3.801
257960_at	4.04756	4.9389	3.80297	4.58723	4.04756	4.68554	3.65115
257961_at	2.85335	2.6025	2.74302	2.66859	2.62944	2.74742	2.69454
257962_at	5.56861	6.99831	5.62602	6.98549	5.69024	7.2737	5.64108
257963_at	6.51952	6.22903	6.62365	5.84768	6.32641	6.19023	6.85562
257964_at	3.49897	7.50267	3.8553	6.94988	3.76338	7.30211	4.37614
257965_at	8.12541	8.30055	8.12541	8.10348	7.96652	8.52355	7.9449
257966_at	6.84952	10.7543	6.95628	10.2337	6.7762	10.4389	7.08458
257967_at	10.7913	6.79646	10.6392	7.17496	10.8216	7.11834	10.7391
257968_at	4.45208	3.98521	4.00704	3.73638	4.71416	3.63745	4.13958
257969_at	3.60046	3.67495	3.63809	3.67495	3.74528	3.66626	3.77457
257970_at	9.0228	8.94523	9.04616	8.97087	8.92801	9.14837	9.04808
257971_at	6.44764	6.38573	6.80537	6.33117	6.54103	6.49486	6.84217
257972_at	6.49317	6.40235	6.17311	6.62477	6.7607	6.24482	6.12769
257973_at	4.33331	6.64591	4.73065	6.45431	4.27473	6.19685	4.6094
257974_at	4.25617	11.166	4.67509	11.0635	4.97424	10.9903	4.89323
257975_at	8.49711	4.76882	7.78379	5.04671	8.45987	5.11365	7.76113
257976_at	3.96171	3.73972	3.74473	3.59299	3.74473	3.7422	4.03392
257977_at	3.21182	3.14535	3.00268	3.21694	3.14535	3.0983	3.1499
257978_at	6.81676	3.55829	6.99928	3.72741	7.06349	3.78124	6.90884
257979_at	3.86448	3.52106	3.56564	3.42668	3.52106	3.52106	3.58877
257980_at	3.92039	3.97509	4.16568	4.01185	3.88627	3.97509	3.97509
257981_at	10.5951	9.06688	10.3826	9.14214	10.4375	8.79912	10.2454
257982_at	4.3543	5.20303	4.64145	4.96523	4.22368	5.47107	4.69826
257983_at	6.85195	9.04007	6.66382	8.90093	6.50164	9.38239	6.9402
257984_at	9.13279	7.56283	9.23721	7.57049	8.99255	7.98693	9.15248
257985_at	6.33925	4.42373	7.13565	4.62897	6.30288	4.43977	7.57862
257986_at	4.51063	5.36255	4.25525	5.50843	4.57997	5.46895	4.11621
257987_at	6.55528	7.08435	6.63724	6.85429	6.54363	6.66601	6.69061
257988_at	7.23949	8.35941	7.44048	8.32666	7.3771	8.6919	7.42913
257989_at	6.25723	6.91569	6.41399	6.65795	6.03672	7.00014	6.41591
257990_at	7.72883	7.6161	7.73683	7.24011	7.33271	7.82741	7.57035
257991_at	6.8745	7.14677	6.82644	7.4744	6.63633	7.14398	6.83513
257992_at	3.26473	3.26473	3.24082	3.26473	3.30806	3.34797	3.1801
257993_at	3.19154	3.05728	3.12519	2.99679	3.13057	3.16909	3.07727
257994_at	8.23105	4.29063	7.43475	4.1165	8.18185	4.67203	7.33559
257995_at	3.8431	3.5836	3.83012	3.79187	4.01911	3.79187	3.79187
257996_at	9.0561	8.14734	9.01177	8.29844	8.97532	8.26828	9.02128
257997_at	3.13171	3.23464	3.25276	3.16333	3.13171	3.10567	3.06356
257998_at	3.11576	3.11997	3.1629	3.14426	3.11088	3.11997	3.11997
257999_at	6.23693	7.47808	6.10964	7.90226	6.38595	7.78305	6.3176
258000_at	7.67058	8.52717	7.7518	10.0579	7.446	8.56358	7.73268
258001_at	6.11469	6.97846	5.30859	6.91895	6.15254	6.96087	5.04679
258002_at	8.01898	4.98921	7.15103	6.43175	7.99718	5.22882	7.12435
258003_at	4.25944	8.49722	3.70167	9.54446	4.01336	8.62461	3.88691
258004_at	3.55621	3.59026	3.55677	3.73306	3.49843	3.55827	3.53097
258005_at	5.28184	3.77741	4.68176	3.61682	5.11124	3.72741	4.57426
258006_at	3.67951	5.90981	3.87425	6.49084	3.67647	5.72529	3.77718
258007_at	9.18114	8.96611	9.02378	8.89598	9.01217	9.39144	8.99077
258008_at	3.71196	3.71077	3.71077	3.67244	3.86804	3.66837	3.71077
258009_at	4.42287	4.74223	4.61721	4.49775	4.47949	4.61721	4.65503
258010_at	4.24157	4.39396	3.92032	4.24157	3.83872	4.54871	4.08698
258011_at	5.0062	5.00517	5.35203	4.77489	5.11736	4.73801	5.45704
258012_at	3.5728	3.43297	3.48014	3.24867	3.642	3.32676	3.50555
258013_at	4.01422	4.10069	3.74473	3.78943	3.74321	3.89091	3.72667
258014_at	3.84736	3.84736	3.92828	3.81058	3.9935	3.92597	3.84736
258015_at	7.23025	8.71399	7.37444	8.46284	7.31603	8.47878	7.38402
258016_at	3.99438	3.71372	3.84652	3.84964	4.06554	3.6939	3.85117
258017_at	3.27531	5.07483	3.1207	5.26694	3.22822	4.94457	3.25708
258018_at	3.78245	4.16451	3.70167	3.78954	3.78954	4.09094	3.58744
258019_at	3.30597	3.26067	3.26067	3.16333	3.53213	3.2407	3.26067
258020_at	8.59169	8.25081	8.41086	8.30149	8.29354	8.22507	8.49341
258021_at	3.49664	3.58592	3.64417	4.00782	3.64417	3.72742	3.51805
258022_at	6.81058	6.75609	6.81501	6.73688	6.61371	6.93108	6.64537
258023_at	6.00828	10.8516	6.59987	11.1713	6.13288	11.0095	6.57324
258024_at	5.2927	4.73168	5.19926	5.20976	5.33418	4.87421	5.41726
258025_at	4.01599	7.50053	4.2221	7.55743	4.43665	7.56654	4.35136
258026_at	8.75506	6.25869	8.19143	6.38448	8.50243	6.62497	8.24732
258027_at	3.83502	4.57806	3.81756	4.17721	3.61833	4.242	3.69937
258028_at	3.4383	3.45175	3.26745	3.34922	3.19892	3.47861	3.34922
258029_at	5.44106	4.79429	5.9072	4.30043	5.46968	4.89951	5.77533
258030_at	5.13335	5.32278	5.03782	5.17716	5.20444	5.32156	4.81146
258031_s_at	3.29593	3.22676	3.29593	3.38073	3.41349	3.39912	3.21694
258032_at	4.65631	4.51744	4.43724	4.53626	4.23693	4.56018	4.43691
258033_at	8.18576	8.18576	8.18576	7.93896	8.16199	8.19479	8.27631
258034_at	7.27087	5.43692	7.11864	5.83993	7.18554	5.0692	7.04369
258035_at	3.88335	3.75693	3.60851	3.18337	3.63117	3.4071	3.60851
258036_at	3.60012	3.55396	3.81213	3.60012	3.59153	3.61073	3.53288
258037_at	8.10865	6.82119	6.11262	6.6849	7.85287	6.83298	6.29714
258038_at	6.81251	7.11223	6.56238	6.86531	6.73636	7.04337	6.81251
258039_at	8.69513	9.79381	8.49325	9.87817	8.72257	9.88652	8.5378
258040_at	4.04756	7.30911	4.03703	7.44881	4.00388	7.09668	4.07707
258041_at	5.72711	5.17276	5.75211	4.92684	5.52507	5.3221	5.58792
258042_at	3.63117	3.18836	3.43819	3.43819	3.43819	3.49712	3.50557
258043_at	7.68305	6.54648	7.45281	6.18837	7.35741	6.57822	7.56356
258044_at	7.05385	5.91475	6.8391	6.29898	6.92831	5.9954	6.78031
258045_at	7.38667	7.11456	7.64559	6.81595	7.38667	7.38667	7.60583
258046_at	8.31052	7.79343	8.27963	8.16915	8.36696	7.65192	8.16915
258047_at	5.21704	7.34019	5.05303	6.86413	5.47553	7.67307	4.98927
258048_at	5.99747	8.37041	5.55513	8.09995	5.62366	8.17057	5.77533
258049_at	8.98071	9.29702	8.59849	8.97057	8.94659	8.87028	8.58408
258050_at	4.719	5.55052	4.53799	5.34305	4.23183	5.46054	4.58551
258051_at	4.80852	7.46743	4.52222	6.86645	4.48574	6.07651	4.99414
258052_at	8.12698	7.04058	7.74886	6.90732	7.9263	7.24533	7.83572
258053_at	6.94052	7.66855	7.49056	7.53266	7.33584	7.66611	7.46499
258054_at	8.86249	12.4439	9.76422	12.5938	8.96542	12.5006	9.84699
258055_at	4.69276	10.1793	5.93235	10.0674	4.93906	9.93753	6.30107
258056_at	5.94537	4.5987	6.59472	5.10419	6.04516	5.3197	6.76935
258057_at	7.4075	8.31631	7.55493	7.78305	7.54161	8.17375	7.50473
258058_at	3.77208	3.77208	3.72281	4.0279	3.77208	3.80448	3.73974
258059_at	9.03189	4.62339	4.66109	6.42008	9.23124	4.59123	4.81584
258060_at	6.72888	8.79284	6.56543	8.84942	6.41109	8.52756	6.64921
258061_at	10.1314	7.81452	9.9982	7.99606	10.2037	7.86871	10.0839
258062_at	9.45558	9.41428	9.3875	9.21847	9.35184	9.20588	9.35184
258063_at	10.4448	9.31222	10.0444	9.88565	10.2753	9.33193	9.98428
258064_at	9.38308	3.40067	9.52417	3.70606	9.46467	3.16909	9.24117
258065_at	3.70538	3.55677	3.5494	3.27629	3.59653	3.46922	3.5494
258066_at	3.54233	3.26919	3.43923	3.39336	3.39336	3.23314	3.39336
258067_at	3.63117	3.8981	3.29964	4.22048	3.37233	3.83275	3.35118
258068_at	4.45616	4.3468	4.54656	4.13992	4.58728	4.48969	4.7761
258069_at	3.45532	3.42511	3.42511	3.35688	3.42511	3.42511	3.36804
258070_at	4.27887	3.82572	4.38545	3.70586	4.15548	3.95723	4.60657
258071_s_at	9.26084	9.26964	7.5253	11.448	9.29857	9.26084	7.55179
258072_at	7.40571	5.814	6.83715	6.25562	7.34433	5.61806	6.83208
258073_at	3.02888	2.93713	2.96096	2.97819	3.00219	3.02554	3.02375
258074_at	5.62909	6.92065	4.86701	7.602	5.57404	7.35094	5.1393
258075_at	10.5008	4.37116	9.122	5.57567	10.4827	4.18228	9.20265
258076_at	8.86414	11.2354	9.23993	11.4544	9.07681	11.2807	9.43271
258077_at	4.52188	4.36506	4.38895	4.35771	4.16111	4.63863	4.3511
258078_at	6.3884	5.24864	7.13968	4.84987	7.20758	5.10051	7.42357
258079_at	5.30255	6.19951	4.93831	6.00901	5.16871	6.52035	5.19355
258080_at	3.23896	2.94089	3.06639	2.97827	2.98279	3.02888	2.89863
258081_at	8.51868	9.53709	7.90651	9.62189	8.1946	9.57446	7.82208
258082_at	4.31467	4.18684	3.80651	4.91883	4.16044	4.58413	3.70147
258083_at	2.96296	3.12459	2.96296	2.927	2.95627	3.06366	2.92495
258084_at	8.0533	7.59784	8.15898	6.64058	7.93449	7.34896	7.77961
258085_at	8.28367	8.2404	8.61857	6.1208	7.92371	8.2404	8.66741
258086_at	6.90784	9.39785	6.81335	9.74968	6.8458	9.40525	7.09146
258087_at	8.7314	12.0401	8.75255	11.8474	8.44781	11.9322	9.05954
258088_at	3.83191	3.38902	3.45128	3.28213	3.48523	3.48523	3.52602
258089_at	5.33187	5.77817	5.48881	5.92754	5.13808	5.80864	5.4421
258090_at	9.84505	9.84014	9.83229	10.1695	9.8245	9.84505	9.92794
258091_at	4.37128	4.93967	4.31511	5.00001	5.06859	5.02574	4.57616
258092_at	10.296	9.86337	9.99975	9.68274	10.2179	10.0721	9.89223
258093_at	7.30347	6.77003	7.27792	6.87408	7.29688	6.79869	7.3074
258094_at	12.3937	10.4564	12.4385	10.4375	12.7778	10.1084	12.446
258095_at	5.12162	5.80055	4.95333	5.45407	4.8315	5.48696	5.12162
258096_at	3.03883	3.04459	2.86356	2.97639	2.83662	3.12522	2.97639
258097_at	6.7058	6.25979	6.81333	6.39649	6.57235	6.12976	6.74425
258098_at	2.95782	3.18589	2.99137	2.96051	2.93089	3.21435	2.78949
258099_at	8.16055	6.78983	7.99948	6.55097	7.95738	6.96325	7.94046
258100_at	8.07439	5.23226	8.16742	5.19509	8.40487	5.02256	8.16121
258101_at	7.34864	6.67778	7.66239	6.57378	7.50894	6.70822	7.54805
258102_at	10.7642	10.592	10.6248	10.9061	10.7693	10.6248	10.6248
258103_at	3.31353	3.38337	3.34866	3.34659	3.34504	3.34659	3.34504
258104_at	9.10368	9.26732	8.77679	9.45624	9.023	9.11931	8.86751
258105_at	7.95022	5.06205	8.11854	5.69088	8.20447	5.34651	8.11894
258106_at	10.2561	9.40835	9.76077	9.08138	10.0137	9.52349	9.75275
258107_at	7.8544	6.67777	6.9087	7.90246	7.73904	6.96693	6.95965
258108_at	11.8885	9.65767	11.6946	9.44299	11.7918	9.57616	11.6289
258109_at	5.61727	8.23954	6.04377	7.66305	5.67433	7.84061	6.04159
258110_at	3.62218	3.66626	3.57831	3.62964	3.66626	3.66626	3.70028
258111_at	4.08164	3.60325	3.96929	3.53257	4.09043	3.67394	3.83268
258112_at	3.89776	3.3971	3.82886	3.37702	3.72061	3.21306	3.55811
258113_at	3.74817	3.52465	3.74817	3.74817	4.04605	3.58816	3.74817
258114_at	12.2363	8.73741	12.0938	8.79368	12.304	8.65997	12.1398
258115_at	3.00219	3.10791	2.91952	2.76981	3.04442	2.89037	3.19213
258116_at	3.04599	3.00456	3.04599	3.05204	3.04599	3.04599	3.00864
258117_at	5.83159	3.59073	4.55743	3.35635	6.33893	3.53034	4.71763
258118_at	3.83012	3.51594	3.78358	3.40161	3.88076	3.71198	3.62121
258119_at	8.1239	7.67793	7.97438	7.54774	7.69042	7.81941	7.81941
258120_at	3.74043	3.74043	3.74043	3.65911	3.74043	3.74043	3.74043
258121_s_at	3.29041	3.28889	3.25159	3.28975	3.29041	3.29041	3.4229
258122_at	4.83654	5.35677	5.42176	5.54126	4.81184	5.96453	5.2349
258123_at	6.03933	7.72215	6.28298	7.33835	5.74926	7.88263	6.19839
258124_at	7.12366	6.53683	6.95015	7.10815	7.16859	6.52136	7.08981
258125_s_at	7.57759	7.50268	8.29684	7.52059	7.27349	7.43628	8.1489
258126_at	6.97376	7.08788	7.08788	7.10728	7.08788	6.81514	7.05859
258127_at	8.11695	8.7001	8.17263	9.09354	8.22628	8.78863	8.15138
258128_at	7.80451	9.92919	8.00055	10.0219	8.07299	10.2899	8.21214
258129_at	3.31512	3.28041	3.41612	3.06885	3.1729	3.35789	3.2256
258130_at	3.42578	3.34232	3.39595	3.21172	3.34232	3.25381	3.31017
258131_at	4.64033	4.32942	4.25379	4.33194	4.13075	4.29441	4.29441
258132_at	9.27792	7.35208	9.18995	7.39126	9.01484	7.39425	9.35314
258133_at	12.2811	8.27841	12.3093	8.7743	12.5923	8.84785	12.4899
258134_at	6.19583	5.94075	6.14939	5.97325	5.97958	5.83914	6.36177
258135_at	6.36322	6.45564	6.45564	6.75365	6.45564	6.38693	6.45564
258136_at	4.35995	5.06079	4.39385	5.04389	4.28013	4.76317	4.29003
258137_at	3.38432	3.59518	3.54449	3.54449	3.57127	3.54449	3.54449
258138_at	5.88863	5.11084	7.07154	4.93035	5.82076	4.55208	6.93925
258139_at	4.20617	4.8938	4.26077	4.98954	4.1646	5.11272	4.45908
258140_at	10.6991	9.61901	10.8944	9.59049	10.443	9.61178	10.7195
258141_at	8.95816	8.16151	8.50147	8.38624	8.75577	8.47019	8.50147
258142_at	3.45795	3.46207	3.33574	3.32669	3.33574	3.33574	3.32029
258143_at	5.38103	3.56934	5.9072	3.59977	5.95949	4.06692	6.15596
258144_at	3.46207	3.03447	3.37275	3.25808	3.44634	3.24663	3.5267
258145_at	4.47053	4.13587	4.13587	4.13136	4.33	4.13325	4.13587
258146_at	8.78386	9.44084	8.68709	9.65873	8.5237	9.62271	8.73627
258147_at	3.31132	3.33747	3.1099	3.4229	3.26532	3.37877	3.06037
258148_s_at	4.45602	5.95586	4.47803	5.5423	4.26806	5.43449	4.51968
258149_at	5.08597	6.88483	4.82916	6.82556	4.83842	6.38645	4.94517
258150_at	4.14934	5.5159	4.51499	5.83069	4.02093	5.80085	4.55871
258151_at	5.90948	8.0373	6.87281	8.49991	5.98817	8.0973	7.4103
258152_at	7.79153	8.36219	7.62642	9.00139	7.66671	8.73561	7.8128
258153_at	7.21189	8.04336	7.60501	7.86413	7.22807	7.87437	7.6248
258154_at	6.15849	6.44251	6.2067	6.39575	5.99705	6.7052	6.08365
258155_at	8.11389	9.94286	8.07712	10.6845	8.23789	10.0068	8.44455
258156_at	5.11092	9.60976	5.99161	9.31175	4.98546	9.81618	6.5293
258157_at	6.75318	5.745	6.75021	5.30014	6.45182	5.54962	6.77093
258158_at	8.77258	8.15066	7.98564	8.22438	8.71909	8.12984	8.03013
258159_at	4.56351	7.84298	4.53405	7.7773	4.40029	7.76517	4.48126
258160_at	10.5325	6.83585	10.15	7.66482	10.3752	6.90269	10.1096
258161_at	6.78619	10.5797	7.5807	10.4999	7.4086	10.4398	7.83925
258162_at	10.94	8.3547	10.6479	8.34151	10.7724	8.8021	10.6238
258163_at	7.72413	7.9846	8.22751	7.9846	7.79891	8.34295	8.28068
258164_at	8.38546	6.20482	8.16456	6.681	8.14193	6.31201	7.92738
258165_at	7.36554	7.20096	7.72268	7.11287	7.14828	6.65894	7.38483
258166_at	7.00811	5.68838	6.39171	6.02844	6.65371	5.4543	6.36012
258167_at	10.8127	7.88974	11.0724	8.80386	11.0306	8.28504	11.1589
258168_at	3.66894	3.69809	3.63117	3.63117	3.48127	3.7101	3.52027
258169_at	3.77283	3.32312	3.32556	3.28896	3.35016	3.35016	3.35016
258170_at	3.61376	4.09869	3.50557	3.70241	3.49068	4.0559	3.52315
258171_at	8.46151	7.18142	8.3052	7.16833	8.33115	7.42711	8.27053
258172_at	3.28561	3.32655	3.61229	3.46207	3.6057	3.46207	3.46586
258173_at	9.77644	7.6963	9.88784	8.16108	9.69565	8.14464	9.94813
258174_at	3.39483	3.38902	3.5112	3.32757	3.41116	3.44178	3.41116
258175_at	5.62	6.04339	6.16439	6.44622	5.9274	6.12237	6.50274
258176_at	7.88339	6.29106	8.62314	6.1607	8.08745	6.11023	8.41901
258177_at	4.70791	4.38865	4.43811	3.90456	4.21966	4.5329	4.32721
258178_at	2.93865	3.009	2.93324	2.88239	2.95612	2.93324	2.87461
258179_at	10.5318	7.4556	10.5149	8.27345	10.6295	7.04094	10.3811
258180_at	3.35739	3.63613	3.62089	3.70019	3.62089	3.41802	3.79187
258181_at	8.75568	11.5107	7.58234	11.425	8.52034	11.627	7.64192
258182_at	4.61906	4.27933	5.54057	4.40113	4.6491	4.47684	5.32008
258183_at	4.25346	6.86522	3.96784	7.11675	4.27043	6.76696	3.97804
258184_at	3.61497	5.14748	3.53207	4.43531	3.33163	4.93215	3.20575
258185_at	4.17004	6.13923	4.37587	6.47128	4.3495	5.81387	4.42814
258186_s_at	10.1999	8.98065	9.99695	8.33433	9.86809	8.90981	10.013
258187_at	6.89326	6.48406	6.81023	6.45835	6.91752	6.60971	6.77338
258188_at	11.6147	11.2361	11.2691	11.1515	11.5525	11.2134	11.2274
258189_at	8.90906	7.69227	9.39612	7.4789	8.92687	7.79356	9.21786
258190_at	4.07657	3.2316	3.36664	4.39627	4.01295	3.50168	3.14904
258191_at	3.82234	4.6524	4.67223	3.54791	3.88086	4.72766	4.93968
258192_at	4.0122	4.01196	4.0122	3.88022	4.12448	3.98532	4.06485
258193_at	7.82032	7.3826	7.82032	8.02929	7.86858	7.51602	7.95729
258194_at	7.69107	6.66123	7.92542	6.65808	7.84777	6.50175	7.96677
258195_at	3.85329	3.72497	3.72497	3.72742	3.57178	3.72497	3.54174
258196_at	3.61288	4.86331	3.53746	4.38064	3.83128	4.56023	3.62693
258197_at	4.63078	4.00222	4.12033	4.06477	4.3419	3.85079	3.95418
258198_at	5.00274	4.92021	4.03906	4.27444	4.45432	4.48969	4.00483
258199_at	3.41058	3.56212	3.22032	3.17982	3.30806	3.26507	3.2919
258200_at	4.20746	4.21623	4.27763	4.0775	4.05499	4.25035	4.09535
258201_at	10.2956	5.46569	10.1776	6.68461	10.6208	6.09624	10.3048
258202_at	7.54238	6.75054	7.44004	6.75773	7.528	6.28794	7.28653
258203_at	9.92854	4.80805	9.17136	6.85629	10.1954	4.68416	9.14266
258204_at	3.49064	3.09361	3.05011	3.09361	2.98621	3.13346	3.0516
258205_at	6.3176	5.58022	6.2853	6.00121	6.39193	5.32639	6.24018
258206_at	9.43172	8.58764	9.22585	8.11265	8.95168	8.74558	8.95168
258207_at	11.0131	5.70451	10.8537	5.92102	10.9143	5.63426	10.7066
258208_at	10.2619	9.80105	10.3735	9.63348	10.307	9.66179	10.3383
258209_at	10.0017	4.21114	10.0235	4.23517	10.2604	4.31431	9.96456
258210_at	11.442	11.1767	11.2586	11.2586	11.2882	10.9397	11.2115
258211_at	4.70171	4.11754	4.79782	4.56471	5.10665	4.49725	4.91024
258212_at	7.69083	6.68921	7.29882	6.97284	7.22683	7.18881	7.22683
258213_at	3.67647	4.48023	3.47061	4.4489	3.50707	4.22911	3.06231
258214_at	7.23998	6.42364	6.71202	6.71202	6.89623	6.67899	6.61125
258215_at	6.95272	5.97707	6.2062	7.18378	6.71042	6.00482	6.2932
258216_at	5.26768	4.33166	5.61727	4.12143	4.97882	4.59608	5.78677
258217_at	4.111	5.16883	4.19085	5.06269	3.81263	5.66704	4.3106
258218_at	3.86005	6.17615	4.38895	6.42541	3.88788	6.16863	4.61024
258219_at	7.64846	7.07704	7.88487	7.18752	7.84691	7.76377	7.85212
258220_at	4.81666	5.15459	4.80886	5.11024	5.03579	4.85744	4.87082
258221_at	8.87882	9.28479	8.87882	8.87882	8.78642	9.0418	8.81051
258222_at	4.45208	6.9189	3.67701	7.44672	4.10712	7.18027	3.92428
258223_at	10.4326	11.4382	10.7003	11.0958	10.2756	11.4889	10.6496
258224_at	3.44562	3.49422	3.39654	3.57376	3.3834	3.54502	3.44772
258225_at	5.97757	5.5419	6.82004	4.71971	6.02966	5.58789	6.93956
258226_at	8.19057	9.10368	7.6321	9.1377	8.02552	9.0367	7.85552
258227_at	4.6842	4.27933	4.72861	4.12899	4.72517	4.63532	4.95777
258228_at	3.40211	3.15238	3.48398	3.40797	3.40797	3.22292	3.78427
258229_at	7.11929	6.01307	6.92341	5.98699	7.02573	6.43644	6.92643
258230_s_at	3.11049	3.32396	3.12928	3.15037	3.09869	3.25381	3.12928
258231_at	3.21956	3.19753	3.26659	3.12689	3.22346	3.14281	3.19753
258232_at	3.73469	6.03172	3.77819	5.69564	3.70884	5.45092	3.63117
258233_at	3.47656	3.76028	3.67926	3.68077	3.64339	3.74479	3.4229
258234_at	3.19191	2.79961	2.86628	2.86628	2.80039	2.8945	2.83702
258235_at	4.24157	3.81058	4.31524	3.95418	3.95418	3.70257	3.95418
258236_at	3.02285	2.98099	3.0628	3.0983	3.0983	3.0983	3.27285
258237_at	3.11692	2.87298	3.05048	2.73974	3.19271	2.84769	3.02174
258238_at	7.00764	6.61579	6.82664	6.36761	6.692	6.39471	6.74652
258239_at	6.53759	13.0196	7.83334	12.7924	6.64748	12.9899	8.12179
258240_at	4.71762	5.42769	4.8922	5.06833	4.93967	5.39117	4.84174
258241_at	4.33885	4.14602	4.18145	3.83519	3.94647	4.06086	4.0107
258242_at	3.32965	3.96969	3.44634	3.44634	3.28643	3.81401	3.37221
258243_at	8.56717	8.807	8.47136	9.33867	8.44761	9.08235	8.49314
258244_at	10.9194	9.82564	11.0029	9.85422	10.6457	9.71745	10.8377
258245_at	8.34587	7.89867	8.72356	7.73602	8.52034	7.63875	8.83908
258246_s_at	4.59506	3.43376	4.38545	3.26312	4.12736	3.21306	3.9955
258247_at	5.58649	6.59241	5.68118	5.90837	5.4145	6.83376	5.51541
258248_at	4.33915	4.3536	4.42979	4.20226	4.3551	4.0836	4.45718
258249_s_at	7.89469	8.24918	7.18434	8.29066	7.89469	8.08238	7.23028
258250_at	8.26765	11.8834	8.33969	11.8199	8.2868	11.8838	8.58277
258251_at	8.74014	9.04169	9.02865	9.28094	8.93146	9.31604	9.02865
258252_at	3.36564	3.37569	3.30159	3.25907	3.36564	3.36714	3.25451
258253_at	4.1094	4.13241	4.13241	4.17509	4.13241	4.19525	3.95362
258254_at	4.75367	4.00983	5.32494	4.20226	5.22225	4.18107	5.50561
258255_at	5.0704	4.88971	5.02256	5.00031	5.13223	4.9401	5.02256
258256_at	7.97667	8.8319	7.91865	8.03923	7.5394	8.65566	7.94225
258257_at	3.79139	3.51474	3.6377	3.52516	3.6377	3.55576	3.68525
258258_at	4.26508	3.94238	3.89268	4.09387	4.0515	3.82093	4.04467
258259_s_at	8.40123	5.00853	8.00224	5.41465	8.1662	4.55818	8.03353
258260_at	3.63311	4.22153	3.71644	4.25294	3.54529	4.44902	3.3875
258261_at	6.99039	4.61359	6.81597	4.5421	7.13751	4.28313	7.0847
258262_at	8.18208	7.15765	8.39	6.6064	8.47476	7.34865	8.52022
258263_at	7.49255	7.466	7.76634	7.76634	7.93137	7.40212	7.9052
258264_at	6.09385	8.7489	6.04377	8.38141	5.88741	8.90481	5.85146
258265_at	5.72577	5.5419	5.65386	5.23388	5.58956	5.32447	5.15639
258266_at	3.5728	3.53223	3.53223	3.53223	3.53223	3.56917	3.46108
258267_at	3.35508	3.54124	3.35508	3.48512	3.35508	3.35508	3.31857
258268_at	9.51395	8.70412	9.66762	8.63783	9.11477	8.5561	9.51642
258269_at	7.01043	8.99517	6.9902	8.7278	6.7607	8.59238	6.94704
258270_at	4.34652	4.43462	4.45077	4.59938	4.56513	4.62499	4.66737
258271_at	4.03564	3.92807	3.93518	3.81058	3.92807	3.81617	4.06522
258272_at	7.72848	7.99779	7.63345	7.81029	7.62247	8.14435	7.78763
258273_at	9.63892	8.88067	9.59278	8.78449	9.35099	8.97845	9.5043
258274_at	9.08369	9.27673	9.05033	9.56551	9.09054	9.63678	9.07625
258275_at	7.79015	6.08269	7.07154	6.7336	7.52983	6.27592	7.04436
258276_at	8.34863	9.1229	7.96619	9.12252	8.21476	9.33744	8.14178
258277_at	8.34977	4.08128	9.92567	4.72255	8.83104	3.83941	9.9232
